id_estudante,estado,cidade,tipo_escola,renda_familiar,nota_matematica,nota_linguagens,nota_ciencias,nota_humanas,nota_redacao,media_final
621,BA,Feira de Santana,Pública,1468.1,783.73,825.11,866.35,775.01,752.2,800.48
622,RJ,Nova Iguaçu,Pública,9569.39,695.0,611.16,692.72,749.31,685.82,686.8
623,BA,Feira de Santana,Privada,13206.48,742.23,568.94,710.68,583.06,733.72,667.73
624,DF,Brasília,Privada,1395.97,705.91,669.84,619.95,624.58,718.25,667.71
625,AM,Parintins,Privada,2209.98,629.55,529.55,486.04,629.64,586.1,572.18
626,PE,Caruaru,Pública,2010.32,752.23,688.82,726.56,718.39,747.27,726.65
627,RS,Caxias do Sul,Privada,6670.41,603.53,553.36,478.44,567.95,545.45,549.75
628,SP,São Paulo,Pública,5270.22,650.77,652.72,552.29,572.82,521.99,590.12
629,SP,Santos,Pública,13378.12,458.47,529.02,605.48,605.42,407.96,521.27
630,DF,Brasília,Privada,7135.88,654.01,616.24,778.29,629.77,650.96,665.85
631,BA,Salvador,Pública,5549.8,645.81,598.87,683.0,627.67,709.26,652.92
632,AM,Parintins,Privada,3072.39,761.69,736.59,842.92,707.13,512.42,712.15
633,RJ,Rio de Janeiro,Privada,4488.54,684.74,574.84,592.46,595.96,569.23,603.44
634,DF,Ceilândia,Privada,14113.06,581.39,643.17,762.05,698.76,580.49,653.17
635,MG,Contagem,Pública,4316.39,647.21,532.79,572.92,525.68,413.57,538.44
636,RJ,Rio de Janeiro,Pública,13416.83,556.41,435.15,499.78,459.27,505.07,491.14
637,BA,Ilhéus,Pública,14950.47,418.64,496.31,546.64,464.02,524.18,489.96
638,CE,Caucaia,Privada,8087.23,573.89,520.39,376.52,468.26,620.96,512.01
639,RJ,Rio de Janeiro,Pública,4912.19,763.72,740.72,668.0,738.78,747.23,731.69
640,DF,Taguatinga,Pública,13498.39,685.55,716.14,574.65,609.75,519.69,621.15
641,PR,Ponta Grossa,Pública,8833.85,780.19,664.83,715.05,657.93,738.32,711.26
642,CE,Sobral,Pública,2915.55,597.95,550.13,459.54,467.28,560.7,527.12
643,SP,Sorocaba,Privada,9972.01,564.82,645.07,520.52,591.95,603.74,585.22
644,AM,Manaus,Pública,9585.6,593.29,601.99,645.23,598.85,553.73,598.62
645,AM,Manaus,Privada,4704.47,708.41,705.36,661.58,707.34,643.49,685.24
646,SP,Santos,Pública,6692.1,552.78,592.88,573.04,567.29,571.27,571.45
647,BA,Salvador,Pública,14320.74,850.17,694.16,681.74,717.85,628.68,714.52
648,MG,Contagem,Privada,4462.67,667.56,720.12,802.3,720.41,803.93,742.86
649,AM,Parintins,Privada,4623.88,725.34,636.17,631.61,615.31,526.88,627.06
650,RJ,Niterói,Privada,10052.02,712.59,663.05,559.86,629.1,582.16,629.35
651,AM,Manaus,Privada,8433.01,603.62,504.39,529.66,464.05,506.4,521.62
652,CE,Juazeiro do Norte,Pública,12720.73,570.49,667.75,532.72,566.03,717.51,610.9
653,DF,Brasília,Pública,6413.33,704.68,695.82,624.25,694.47,492.12,642.27
654,PE,Caruaru,Pública,14710.89,503.96,558.93,452.0,505.5,536.17,511.31
655,MG,Belo Horizonte,Pública,860.77,624.19,649.59,556.96,521.65,557.69,582.02
656,RJ,Rio de Janeiro,Privada,12388.0,711.63,592.84,712.66,571.24,744.5,666.57
657,SP,São Paulo,Pública,14094.72,583.22,520.48,690.59,531.81,572.16,579.65
658,DF,Ceilândia,Pública,10992.9,715.8,584.24,747.47,599.16,559.71,641.28
659,RS,Santa Maria,Pública,4738.34,559.77,544.8,454.25,523.82,523.0,521.13
660,DF,Brasília,Privada,2609.52,770.09,720.26,775.99,758.17,878.74,780.65
661,DF,Taguatinga,Pública,13340.05,501.26,616.97,502.39,490.02,513.25,524.78
662,PR,Maringá,Pública,8159.79,739.27,736.42,734.73,721.57,818.94,750.19
663,PE,Recife,Pública,5552.82,647.57,380.85,566.77,634.75,713.08,588.6
664,RS,Caxias do Sul,Pública,1692.39,631.59,564.32,668.0,567.97,685.11,623.4
665,RS,Porto Alegre,Pública,14415.0,627.28,473.75,541.28,560.5,473.97,535.36
666,RJ,Duque de Caxias,Pública,2014.59,611.87,560.31,563.22,533.01,666.52,586.98
667,CE,Fortaleza,Pública,9691.83,704.1,659.88,711.13,780.65,832.08,737.57
668,RS,Porto Alegre,Pública,7391.77,670.4,656.65,618.78,608.6,764.97,663.88
669,DF,Brasília,Pública,974.5,506.86,552.3,643.51,599.55,545.51,569.55
670,CE,Sobral,Pública,2754.95,664.3,652.98,501.73,589.23,533.61,588.37
671,AM,Manaus,Pública,5183.18,688.15,688.16,598.74,639.74,766.04,676.17
672,AM,Manaus,Pública,3574.78,743.26,576.31,581.03,702.05,561.29,632.79
673,DF,Ceilândia,Pública,9013.43,367.67,345.21,424.32,438.43,392.23,393.57
674,RS,Porto Alegre,Pública,10643.73,623.05,644.08,590.95,476.91,602.86,587.57
675,PR,Londrina,Privada,895.5,592.69,626.54,640.72,503.68,464.4,565.6
676,PE,Recife,Privada,3627.54,711.33,745.23,642.87,678.1,667.96,689.1
677,RJ,Rio de Janeiro,Privada,2748.86,558.12,688.69,741.84,636.07,725.2,669.98
678,MG,Contagem,Privada,1728.36,818.08,842.27,725.77,840.52,843.25,813.98
679,SP,Campinas,Privada,4977.39,697.72,634.47,673.53,567.58,635.17,641.69
680,CE,Caucaia,Privada,11942.25,552.19,721.7,641.89,588.18,594.66,619.72
681,PE,Petrolina,Privada,7826.05,731.77,617.57,622.78,638.77,681.32,658.44
682,RS,Santa Maria,Pública,6835.32,619.52,565.77,593.83,566.95,503.77,569.97
683,AM,Parintins,Pública,1384.23,526.4,475.43,553.37,483.85,528.69,513.55
684,SP,Campinas,Pública,4571.87,831.87,677.55,752.11,792.03,781.47,767.01
685,RS,Porto Alegre,Pública,5915.36,531.44,530.88,638.38,543.21,386.94,526.17
686,RS,Caxias do Sul,Privada,11483.84,560.45,690.86,598.33,529.94,502.71,576.46
687,SP,Sorocaba,Pública,14847.7,749.66,626.55,651.37,621.59,668.99,663.63
688,AM,Parintins,Privada,7351.9,705.26,762.06,650.57,765.46,829.73,742.62
689,AM,Manaus,Pública,9000.62,865.98,774.82,618.2,702.01,798.73,751.94
690,PR,Maringá,Pública,1130.01,487.51,691.19,622.76,588.6,565.58,591.13
691,DF,Ceilândia,Privada,14718.44,734.97,708.33,617.13,656.18,707.87,684.9
692,RJ,Niterói,Pública,10584.15,616.46,599.25,629.94,567.91,589.97,600.71
693,RJ,Duque de Caxias,Pública,8163.15,777.2,669.15,734.14,739.0,633.46,710.59
694,RJ,Duque de Caxias,Privada,13092.93,695.74,611.51,557.17,525.1,520.95,582.09
695,DF,Brasília,Pública,10524.67,624.93,654.19,624.11,622.22,512.75,607.64
696,DF,Taguatinga,Pública,8981.09,570.31,505.08,622.1,583.71,533.54,562.95
697,DF,Brasília,Pública,3350.01,494.85,486.9,452.47,607.44,602.76,528.88
698,SP,Campinas,Privada,3042.64,809.24,736.16,813.04,627.45,589.0,714.98
699,RJ,Nova Iguaçu,Pública,2294.19,644.21,730.05,670.35,737.01,643.28,684.98
700,CE,Sobral,Pública,6470.65,671.01,618.06,598.4,578.53,567.11,606.62
701,CE,Fortaleza,Pública,10129.72,481.38,547.41,514.58,553.68,575.7,534.55
702,MG,Juiz de Fora,Pública,11328.54,522.35,499.2,496.94,565.79,559.08,528.67
703,AM,Manaus,Pública,1478.14,616.25,701.22,697.68,692.26,684.14,678.31
704,DF,Brasília,Pública,6159.02,531.15,650.63,522.95,528.75,531.99,553.09
705,RS,Porto Alegre,Pública,13328.46,669.04,570.57,635.94,651.84,654.45,636.37
706,AM,Itacoatiara,Pública,3741.09,687.92,633.19,658.36,694.91,679.71,670.82
707,PE,Recife,Pública,7314.62,723.35,592.21,655.48,687.04,684.45,668.5
708,DF,Taguatinga,Privada,2245.75,606.9,718.82,791.68,521.27,522.65,632.26
709,PR,Londrina,Pública,9822.02,646.8,598.33,658.78,595.56,589.5,617.79
710,PR,Londrina,Pública,10805.73,653.99,647.85,650.06,579.49,640.85,634.45
711,RJ,Rio de Janeiro,Pública,7881.92,711.96,630.29,727.26,682.48,617.23,673.84
712,PE,Olinda,Pública,9939.15,560.82,576.81,563.4,711.78,627.95,608.15
713,PE,Caruaru,Pública,8458.23,658.1,661.84,602.82,656.58,652.36,646.34
714,PE,Olinda,Pública,885.81,603.02,598.82,594.0,627.69,652.4,615.19
715,DF,Ceilândia,Privada,14031.74,654.48,739.71,652.1,685.06,651.21,676.51
716,CE,Caucaia,Pública,11894.3,753.48,655.2,700.23,717.18,543.43,673.9
717,MG,Contagem,Pública,6216.15,626.9,460.51,564.73,577.83,587.21,563.43
718,CE,Juazeiro do Norte,Pública,6127.09,591.17,553.17,501.97,545.08,543.42,546.96
719,AM,Itacoatiara,Privada,7778.64,650.04,645.72,748.26,648.01,616.94,661.79
720,PR,Curitiba,Privada,2567.58,802.97,650.99,679.03,627.51,651.39,682.38
721,PE,Recife,Pública,13956.57,537.03,506.03,525.6,418.52,438.42,485.12
722,MG,Juiz de Fora,Pública,14208.57,515.3,568.12,469.15,461.44,513.8,505.56
723,PR,Ponta Grossa,Privada,14632.87,829.96,733.92,761.19,678.82,619.43,724.67
724,AM,Itacoatiara,Privada,9122.33,650.89,572.16,488.99,549.97,616.59,575.72
725,RS,Santa Maria,Pública,891.17,511.79,543.16,551.8,485.18,488.15,516.02
726,PR,Londrina,Pública,3446.88,556.33,638.95,697.66,678.38,644.63,643.19
727,MG,Uberlândia,Pública,13612.28,616.63,592.05,678.64,627.71,632.56,629.52
728,BA,Salvador,Pública,9116.18,683.81,650.61,775.71,709.45,774.1,718.73
729,SP,São Paulo,Pública,12043.37,455.28,585.49,597.35,667.93,609.23,583.06
730,PE,Caruaru,Pública,5671.7,507.82,547.84,419.42,536.16,641.71,530.59
731,RJ,Rio de Janeiro,Pública,10715.98,639.07,553.65,469.79,508.63,553.48,544.92
732,RS,Pelotas,Pública,10543.83,658.01,713.65,814.55,723.44,783.68,738.66
733,PE,Recife,Privada,11248.55,592.07,601.22,493.18,533.07,753.07,594.52
734,CE,Fortaleza,Privada,4972.85,554.87,613.87,631.52,664.67,683.92,629.77
735,AM,Parintins,Pública,7137.27,519.76,497.16,561.12,624.51,517.72,544.05
736,PR,Curitiba,Pública,13991.34,628.18,528.68,567.25,633.28,601.53,591.78
737,MG,Contagem,Pública,10623.34,722.81,532.86,500.04,528.65,490.01,554.87
738,PR,Ponta Grossa,Privada,3974.42,761.37,726.85,582.53,734.27,697.96,700.6
739,PE,Olinda,Privada,14347.77,524.57,609.56,691.95,629.26,560.54,603.17
740,MG,Uberlândia,Pública,930.48,641.99,791.58,677.24,727.49,672.45,702.15
741,BA,Feira de Santana,Privada,12857.61,613.38,509.96,600.12,585.94,745.52,610.98
742,DF,Taguatinga,Pública,3863.01,728.28,559.01,511.48,524.12,403.82,545.34
743,RS,Porto Alegre,Privada,11819.75,781.48,573.42,702.26,704.6,633.67,679.09
744,CE,Juazeiro do Norte,Privada,6353.1,686.76,716.4,796.91,653.55,701.02,710.93
745,DF,Brasília,Privada,10876.14,596.16,550.08,625.0,627.47,595.77,598.9
746,SP,Santos,Privada,8974.69,310.75,543.83,462.52,551.9,340.02,441.8
747,RJ,Nova Iguaçu,Privada,3350.79,726.35,782.37,824.06,830.19,924.65,817.53
748,CE,Juazeiro do Norte,Pública,14354.69,580.6,677.53,639.36,535.21,638.6,614.26
749,PR,Maringá,Pública,7120.68,478.62,462.83,352.72,349.0,458.0,420.23
750,DF,Taguatinga,Pública,11384.1,778.14,767.72,662.43,658.8,674.13,708.24
751,RJ,Niterói,Pública,10750.54,660.1,488.44,560.91,580.36,632.7,584.5
752,RJ,Niterói,Privada,13545.95,676.78,464.98,527.07,587.08,593.92,569.97
753,RS,Caxias do Sul,Pública,4446.0,578.63,553.7,762.06,672.13,782.27,669.76
754,SP,Campinas,Pública,14236.25,490.34,387.19,490.16,438.62,375.4,436.34
755,PE,Olinda,Pública,10209.16,643.81,646.85,585.46,667.39,692.01,647.11
756,DF,Taguatinga,Pública,11153.28,575.06,489.71,479.45,383.47,560.01,497.54
757,PR,Londrina,Pública,1801.92,349.15,591.93,630.19,515.44,455.41,508.43
758,DF,Brasília,Pública,2979.58,685.85,666.03,669.38,704.03,710.75,687.21
759,AM,Parintins,Pública,9890.52,621.35,582.24,518.96,606.5,557.61,577.33
760,RS,Santa Maria,Privada,11914.82,662.98,669.33,776.63,755.73,672.06,707.35
761,BA,Salvador,Privada,3224.61,614.57,621.63,459.95,557.79,610.31,572.85
762,PR,Ponta Grossa,Pública,4478.67,462.83,599.51,616.74,537.58,717.92,586.91
763,PE,Olinda,Pública,6739.06,552.07,468.62,527.45,580.76,490.32,523.84
764,RS,Pelotas,Pública,2034.58,673.11,537.08,533.52,554.49,586.16,576.87
765,DF,Brasília,Pública,4859.08,683.56,816.93,700.28,758.56,714.69,734.8
766,CE,Fortaleza,Pública,9551.27,681.59,682.9,608.79,715.48,835.05,704.76
767,AM,Itacoatiara,Pública,9424.7,728.55,674.54,710.09,810.61,782.14,741.18
768,AM,Parintins,Privada,6802.66,653.88,573.85,489.72,574.42,643.92,587.16
769,BA,Vitória da Conquista,Pública,11279.97,689.78,695.61,730.69,613.31,654.74,676.83
770,CE,Sobral,Pública,883.65,573.19,608.16,519.88,652.23,572.73,585.24
771,PR,Ponta Grossa,Pública,8313.17,506.15,676.72,717.41,610.25,606.09,623.32
772,PE,Caruaru,Pública,13469.15,701.7,869.76,651.4,641.04,769.59,726.7
773,SP,Santos,Privada,10870.92,809.81,707.39,782.47,834.59,776.64,782.18
774,CE,Juazeiro do Norte,Pública,7744.76,494.9,479.71,365.82,407.43,550.0,459.57
775,PR,Londrina,Pública,2331.89,657.72,650.91,598.64,624.19,584.32,623.16
776,DF,Ceilândia,Pública,7618.74,640.67,521.63,522.55,610.59,649.52,588.99
777,RJ,Nova Iguaçu,Privada,4312.43,704.72,564.11,609.73,650.31,751.03,655.98
778,MG,Uberlândia,Pública,6498.22,622.39,626.53,638.11,599.06,643.29,625.88
779,AM,Parintins,Privada,14717.77,679.44,567.27,594.16,625.07,630.26,619.24
780,PE,Petrolina,Pública,13510.51,644.98,579.69,649.06,586.94,701.69,632.47
781,PR,Londrina,Pública,7776.27,633.97,538.26,478.58,615.88,632.14,579.77
782,PE,Caruaru,Pública,4718.45,563.02,514.6,506.37,710.25,620.76,583.0
783,RS,Caxias do Sul,Privada,13942.11,739.78,561.86,771.93,824.98,788.18,737.35
784,AM,Itacoatiara,Pública,13254.47,820.6,524.06,670.19,577.39,580.57,634.56
785,RJ,Duque de Caxias,Pública,14024.92,559.09,438.9,416.56,400.49,520.79,467.17
786,RS,Santa Maria,Pública,8361.07,718.65,658.35,545.69,625.0,550.02,619.54
787,RS,Caxias do Sul,Pública,8920.95,856.16,677.26,592.88,664.35,658.91,689.91
788,RS,Pelotas,Privada,8640.54,617.87,615.0,590.99,675.76,467.36,593.4
789,BA,Salvador,Pública,4335.91,572.31,597.02,716.55,628.43,666.95,636.25
790,AM,Parintins,Privada,6598.47,636.7,472.02,606.7,714.29,663.31,618.6
791,AM,Itacoatiara,Privada,11850.24,839.86,768.65,897.04,886.51,755.56,829.52
792,AM,Manaus,Privada,3933.07,668.23,618.88,665.77,741.73,544.09,647.74
793,RJ,Duque de Caxias,Pública,3427.4,769.66,791.35,714.68,647.97,771.08,738.95
794,MG,Contagem,Pública,3467.44,543.22,635.79,565.9,562.16,599.74,581.36
795,SP,São Paulo,Pública,1094.17,569.45,471.1,604.36,568.37,593.09,561.27
796,DF,Brasília,Privada,933.43,587.46,683.94,646.84,728.27,765.92,682.49
797,CE,Caucaia,Pública,7600.5,707.05,591.94,600.25,670.2,629.87,639.86
798,RJ,Duque de Caxias,Pública,13752.77,718.33,659.43,644.96,722.77,632.54,675.61
799,RJ,Duque de Caxias,Pública,2363.93,870.11,737.88,738.7,869.9,682.3,779.78
800,SP,Campinas,Pública,8332.83,454.79,476.95,454.4,523.17,438.95,469.65
801,RJ,Nova Iguaçu,Privada,10196.59,795.28,760.07,791.91,745.51,721.49,762.85
802,PR,Ponta Grossa,Privada,11954.75,612.14,621.17,561.06,724.51,705.09,644.8
803,MG,Contagem,Pública,7817.73,431.65,365.24,359.8,503.15,328.33,397.63
804,PR,Ponta Grossa,Pública,8450.21,521.42,583.17,552.59,407.08,479.06,508.66
805,RS,Porto Alegre,Pública,840.7,616.75,745.26,576.34,662.33,640.3,648.2
806,MG,Juiz de Fora,Pública,12660.58,404.02,434.89,469.4,423.93,387.0,423.85
807,MG,Contagem,Privada,10684.94,567.13,585.79,587.6,601.33,644.27,597.22
808,RS,Porto Alegre,Pública,12601.17,673.63,567.94,685.89,687.13,715.4,666.0
809,PE,Petrolina,Privada,10672.51,687.78,706.84,630.54,600.68,608.58,646.88
810,PR,Ponta Grossa,Pública,12579.16,682.89,651.43,700.04,748.35,667.22,689.98
811,MG,Uberlândia,Pública,1595.15,571.82,465.03,468.05,461.85,404.11,474.17
812,PR,Ponta Grossa,Pública,12207.42,551.27,640.18,609.67,575.65,553.47,586.05
813,BA,Feira de Santana,Pública,1727.53,426.1,408.69,460.21,532.45,501.79,465.85
814,DF,Ceilândia,Pública,14808.21,600.68,514.4,745.25,576.49,385.66,564.5
815,AM,Manaus,Pública,6347.11,622.9,511.51,694.76,509.06,572.01,582.05
816,MG,Belo Horizonte,Pública,6225.99,408.53,504.88,525.13,484.35,444.16,473.41
817,RS,Caxias do Sul,Privada,10089.93,560.73,623.92,546.73,530.5,562.34,564.84
818,PE,Caruaru,Pública,12954.53,843.35,652.19,683.97,742.25,695.05,723.36
819,MG,Contagem,Pública,1012.17,531.79,692.1,620.3,468.14,497.2,561.9
820,MG,Juiz de Fora,Pública,4777.67,648.86,620.65,607.5,558.52,543.73,595.85
821,CE,Caucaia,Privada,14597.87,666.86,561.16,680.22,606.28,558.03,614.51
822,AM,Itacoatiara,Privada,6106.3,666.77,515.06,511.27,524.79,575.95,558.77
823,AM,Manaus,Pública,2295.23,421.34,489.95,562.45,650.52,506.35,526.12
824,CE,Sobral,Pública,3359.88,608.83,520.07,475.11,557.98,598.36,552.07
825,DF,Taguatinga,Pública,11326.24,563.12,650.07,663.43,619.07,650.98,629.33
826,DF,Taguatinga,Pública,12281.18,791.26,695.38,704.32,712.47,705.22,721.73
827,BA,Feira de Santana,Pública,1783.48,487.5,606.6,570.98,467.7,488.12,524.18
828,SP,São Paulo,Privada,6885.19,601.5,666.33,575.49,508.19,573.03,584.91
829,PR,Maringá,Privada,8898.5,731.13,753.57,630.45,647.89,590.63,670.74
830,PE,Recife,Pública,7312.96,507.45,450.01,537.4,461.66,465.81,484.47
831,CE,Caucaia,Pública,9872.61,740.31,621.67,637.43,677.61,614.62,658.33
832,RS,Pelotas,Pública,3514.46,568.55,476.77,456.7,528.05,444.25,494.86
833,RJ,Duque de Caxias,Pública,7275.16,703.78,798.63,629.09,724.97,773.85,726.06
834,PR,Maringá,Pública,9247.46,558.78,711.01,606.26,577.86,610.87,612.96
835,RJ,Rio de Janeiro,Privada,2274.13,659.88,632.47,735.05,755.22,717.43,700.01
836,CE,Fortaleza,Pública,12894.21,786.82,721.78,717.26,681.54,611.57,703.8
837,CE,Sobral,Privada,9957.0,692.7,567.77,627.21,717.89,580.61,637.24
838,PR,Londrina,Pública,13708.64,903.14,778.99,804.03,705.57,757.97,789.94
839,MG,Contagem,Pública,14623.56,476.25,441.4,557.24,461.68,603.75,508.06
840,MG,Contagem,Privada,8145.33,754.47,629.18,711.47,736.55,572.93,680.92
841,BA,Feira de Santana,Privada,3693.43,720.62,715.47,684.82,603.93,788.15,702.6
842,MG,Contagem,Pública,11841.77,630.49,602.54,680.35,736.19,617.13,653.34
843,PR,Maringá,Pública,4704.5,404.97,395.04,429.8,444.18,358.82,406.56
844,RJ,Niterói,Pública,13503.39,582.45,629.41,661.45,580.81,611.57,613.14
845,RJ,Duque de Caxias,Privada,1883.64,574.89,724.99,569.12,636.86,643.19,629.81
846,MG,Belo Horizonte,Pública,5667.91,654.8,524.29,453.94,450.66,489.63,514.66
847,DF,Brasília,Pública,8155.53,573.9,615.64,594.38,618.64,627.79,606.07
848,MG,Juiz de Fora,Pública,3629.17,776.31,598.31,729.47,582.72,776.09,692.58
849,RS,Pelotas,Pública,10556.22,637.52,560.85,593.75,612.47,772.85,635.49
850,CE,Sobral,Privada,6817.07,563.0,560.84,543.12,578.72,582.14,565.56
851,MG,Belo Horizonte,Privada,4393.5,662.72,665.67,570.93,573.66,617.52,618.1
852,PE,Petrolina,Privada,5879.97,778.2,727.82,753.92,765.34,718.03,748.66
853,PE,Olinda,Pública,6275.39,665.05,673.99,663.16,752.85,789.28,708.87
854,RJ,Duque de Caxias,Pública,6979.92,525.48,512.03,473.78,494.54,488.11,498.79
855,CE,Caucaia,Pública,9194.63,671.06,641.36,657.53,569.39,723.29,652.53
856,MG,Contagem,Pública,8375.23,618.93,611.87,482.45,622.06,547.95,576.65
857,PE,Caruaru,Pública,8701.59,600.04,595.53,610.81,577.27,748.33,626.4
858,RJ,Nova Iguaçu,Privada,2258.96,608.79,595.07,470.65,469.54,422.86,513.38
859,RJ,Niterói,Privada,12334.4,665.3,639.15,671.72,646.47,718.4,668.21
860,BA,Vitória da Conquista,Pública,12041.12,598.0,490.77,591.81,606.33,602.33,577.85
861,DF,Taguatinga,Pública,10288.94,673.83,709.34,588.41,643.82,653.26,653.73
862,RJ,Nova Iguaçu,Privada,10901.62,653.85,455.04,424.03,518.79,498.27,510.0
863,CE,Fortaleza,Pública,10321.09,563.59,463.46,623.16,527.5,432.84,522.11
864,PE,Caruaru,Privada,10105.11,730.89,624.48,567.61,676.62,676.14,655.15
865,RJ,Nova Iguaçu,Pública,10544.98,689.48,664.4,647.37,683.75,687.95,674.59
866,CE,Caucaia,Pública,7562.61,609.13,633.48,551.54,593.35,627.15,602.93
867,PR,Maringá,Pública,4670.76,618.06,599.91,630.23,699.63,595.72,628.71
868,AM,Itacoatiara,Pública,6956.63,576.33,541.07,665.74,679.51,719.19,636.37
869,RJ,Rio de Janeiro,Pública,13332.92,598.91,647.83,636.78,714.7,582.58,636.16
870,MG,Uberlândia,Pública,4889.49,523.82,486.11,411.76,510.93,449.33,476.39
871,RS,Caxias do Sul,Pública,1786.26,644.51,590.41,683.45,614.92,586.31,623.92
872,BA,Salvador,Pública,11595.7,611.47,697.67,775.3,643.91,620.73,669.82
873,SP,Santos,Privada,8258.82,697.05,616.81,749.69,564.09,685.61,662.65
874,AM,Parintins,Pública,4400.22,498.02,418.57,522.86,398.29,326.26,432.8
875,DF,Taguatinga,Pública,10538.14,625.13,652.29,522.86,638.4,666.17,620.97
876,RS,Santa Maria,Pública,11369.98,866.81,788.79,640.14,617.83,523.94,687.5
877,CE,Caucaia,Pública,10442.74,641.18,712.33,658.62,725.18,683.96,684.25
878,PE,Recife,Pública,7261.39,729.61,808.26,724.45,714.72,661.77,727.76
879,MG,Juiz de Fora,Pública,10233.35,668.13,595.45,580.02,562.99,676.6,616.64
880,SP,Sorocaba,Pública,6910.58,610.2,569.63,641.34,649.95,512.53,596.73
881,AM,Manaus,Privada,10927.4,824.29,722.15,894.62,772.23,747.49,792.16
882,PR,Ponta Grossa,Pública,13639.11,853.94,681.63,752.75,772.66,816.88,775.57
883,MG,Uberlândia,Pública,6711.63,491.02,545.84,563.25,471.37,551.66,524.63
884,PR,Curitiba,Pública,7075.0,844.41,689.96,660.34,739.12,659.99,718.77
885,SP,São Paulo,Privada,6777.04,598.22,683.72,758.2,728.38,747.73,703.25
886,DF,Taguatinga,Pública,12800.52,790.76,689.66,605.48,696.04,657.03,687.79
887,BA,Salvador,Pública,2183.07,659.35,668.31,616.72,535.63,467.5,589.5
888,SP,Campinas,Pública,8781.1,667.34,620.18,613.42,581.71,556.19,607.77
889,SP,Sorocaba,Pública,3649.94,672.01,597.2,635.98,651.84,652.22,641.85
890,AM,Parintins,Pública,13949.83,673.63,582.62,697.16,566.73,674.71,638.97
891,CE,Fortaleza,Pública,9834.0,807.85,706.0,752.83,598.99,634.21,699.98
892,BA,Vitória da Conquista,Pública,14419.1,520.22,472.13,452.05,431.23,520.71,479.27
893,SP,Santos,Pública,8811.77,698.8,733.14,611.57,783.39,711.05,707.59
894,MG,Contagem,Privada,7308.57,738.0,655.92,752.47,648.99,641.27,687.33
895,MG,Juiz de Fora,Pública,8796.7,642.71,570.37,616.7,517.26,620.94,593.6
896,CE,Sobral,Privada,9402.95,764.21,614.22,597.07,615.76,544.74,627.2
897,DF,Taguatinga,Pública,12584.39,666.28,628.03,713.38,534.9,618.25,632.17
898,PE,Olinda,Privada,12281.49,732.78,731.53,621.47,561.62,713.86,672.25
899,RJ,Rio de Janeiro,Privada,1834.92,596.89,732.44,659.17,668.64,616.32,654.69
900,DF,Ceilândia,Pública,4385.43,569.51,597.05,640.78,552.27,493.6,570.64
901,DF,Brasília,Pública,10294.95,802.39,602.93,693.36,621.61,633.6,670.78
902,MG,Contagem,Pública,3746.14,579.82,739.19,569.14,663.0,567.74,623.78
903,PR,Curitiba,Pública,2606.13,566.77,634.27,589.08,664.37,582.97,607.49
904,BA,Vitória da Conquista,Pública,5882.25,615.51,589.06,622.25,557.49,621.14,601.09
905,BA,Ilhéus,Pública,8552.37,656.85,769.2,673.32,738.62,698.06,707.21
906,RS,Pelotas,Privada,1643.37,727.89,584.89,787.21,741.62,750.24,718.37
907,DF,Ceilândia,Privada,12266.32,590.91,529.55,389.53,586.59,483.24,515.96
908,MG,Juiz de Fora,Privada,2277.67,467.44,597.85,616.51,555.46,598.91,567.23
909,RS,Santa Maria,Pública,11278.51,736.82,625.15,569.1,537.36,555.66,604.82
910,CE,Fortaleza,Privada,14751.99,721.25,691.23,667.3,616.97,622.03,663.75
911,AM,Itacoatiara,Pública,12185.09,622.58,702.85,666.77,632.71,706.2,666.22
912,DF,Ceilândia,Privada,14972.86,740.69,690.01,750.79,695.82,671.79,709.82
913,RS,Santa Maria,Privada,14168.26,488.68,455.63,493.69,481.32,418.29,467.52
914,SP,Santos,Privada,10818.12,726.8,706.37,595.1,671.89,599.71,659.97
915,MG,Belo Horizonte,Privada,10716.46,657.25,686.22,702.06,692.48,774.66,702.53
916,RJ,Rio de Janeiro,Pública,9458.42,467.01,479.77,452.78,464.02,513.62,475.44
917,SP,Santos,Pública,11634.55,741.98,704.04,866.63,754.86,887.2,790.94
918,RS,Porto Alegre,Pública,12575.2,593.62,520.76,500.45,564.82,569.75,549.88
919,BA,Ilhéus,Pública,11012.93,596.34,423.36,648.91,616.27,770.68,611.11
920,BA,Vitória da Conquista,Pública,4349.04,523.5,487.49,489.12,478.15,419.75,479.6
921,DF,Brasília,Pública,8871.86,638.51,510.11,589.19,433.16,613.75,556.94
922,CE,Caucaia,Pública,9029.9,846.58,811.61,729.46,744.86,881.4,802.78
923,BA,Ilhéus,Pública,9750.8,758.69,679.62,678.96,623.26,530.54,654.21
924,DF,Taguatinga,Pública,10986.48,781.11,713.32,815.34,749.65,662.89,744.46
925,SP,Campinas,Pública,1900.2,542.89,483.7,565.87,535.36,440.39,513.64
926,PR,Maringá,Pública,5436.88,568.91,578.07,557.32,692.81,599.83,599.39
927,MG,Juiz de Fora,Pública,14010.38,648.54,641.06,542.86,628.11,527.8,597.67
928,DF,Ceilândia,Pública,3851.14,606.85,455.89,764.65,629.44,624.24,616.21
929,RS,Santa Maria,Pública,2521.64,624.24,664.12,637.09,688.61,748.49,672.51
930,DF,Taguatinga,Privada,5467.32,590.65,801.9,629.59,598.38,728.6,669.82
